UnitOrigem,Referenciada,CamadaOrigem,CamadaDestino,TipoDependencia,MesmoNamespace
"Unit1","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit1","Winapi.Messages","Outro","Outro","Direta","Sim"
"Unit1","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit1","System.Variants","Outro","Outro","Direta","Sim"
"Unit1","System.Classes","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Controls","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Imaging.jpeg","Outro","Outro","Direta","Sim"
"Unit1","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Menus","Outro","Outro","Direta","Sim"
"Unit2","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit2","Winapi.Messages","Outro","Outro","Direta","Sim"
"Unit2","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit2","System.Variants","Outro","Outro","Direta","Sim"
"Unit2","System.Classes","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Controls","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Unit2","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Imaging.jpeg","Outro","Outro","Direta","Sim"
"Unit2","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Unit2","Vcl.Imaging.pngimage","Outro","Outro","Direta","Sim"
"Unit3","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit3","Winapi.Messages","Outro","Outro","Direta","Sim"
"Unit3","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit3","System.Variants","Outro","Outro","Direta","Sim"
"Unit3","System.Classes","Outro","Outro","Direta","Sim"
"Unit3","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Unit3","Vcl.Controls","Outro","Outro","Direta","Sim"
"Unit3","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit3","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Unit3","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Unit3","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Unit3","Vcl.Mask","Outro","Outro","Direta","Sim"
"uExemploTeste01","Winapi.Windows","Outro","Outro","Direta","Sim"
"uExemploTeste01","Winapi.Messages","Outro","Outro","Direta","Sim"
"uExemploTeste01","System.SysUtils","Outro","Outro","Direta","Sim"
"uExemploTeste01","System.Variants","Outro","Outro","Direta","Sim"
"uExemploTeste01","System.Classes","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.Graphics","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.Controls","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.Forms","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"uExemploTeste01","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"uExemploTeste01","UTipos","Outro","Outro","Direta","Sim"
"uExemploTeste01","UOpenRouterIA","Outro","Outro","Direta","Sim"
"Unit1","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit1","Winapi.Messages","Outro","Outro","Direta","Sim"
"Unit1","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit1","System.Variants","Outro","Outro","Direta","Sim"
"Unit1","System.Classes","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Controls","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Unit1","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Unit1","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Unit1","System.Net.HttpClient","Outro","Outro","Direta","Sim"
"Unit1","System.Net.URLClient","Outro","Outro","Direta","Sim"
"Unit1","System.Net.HttpClientComponent","Outro","Outro","Direta","Sim"
"Unit1","System.NetEncoding","Outro","Outro","Direta","Sim"
"Unit1","Vcl.Imaging.pngimage","Outro","Outro","Direta","Sim"
"Unit1","System.Generics.Collections","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","System.SysUtils","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","System.Classes","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","System.JSON","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","System.NetEncoding","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","IdHTTP","Outro","Outro","Direta","Sim"
"UBuscaDocWikiGoogle","IdSSLOpenSSL","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","System.Generics.Collections","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","UTipos","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","System.SysUtils","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","System.Classes","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","System.IOUtils","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","System.RegularExpressions","Outro","Outro","Direta","Sim"
"UGeradorRelatorio","USugestoesCache","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.SysUtils","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.JSON","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.Classes","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.Net.HttpClient","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.Net.HttpClientComponent","Outro","Outro","Direta","Sim"
"UOpenRouterIA","System.IOUtils","Outro","Outro","Direta","Sim"
"USugestoesCache","System.Generics.Collections","Outro","Outro","Direta","Sim"
"USugestoesCache","UTipos","Outro","Outro","Direta","Sim"
"USugestoesCache","System.SysUtils","Outro","Outro","Direta","Sim"
"USugestoesCache","System.Classes","Outro","Outro","Direta","Sim"
"USugestoesCache","System.JSON","Outro","Outro","Direta","Sim"
"USugestoesCache","System.IOUtils","Outro","Outro","Direta","Sim"
"USugestoesCache","UBuscaDocWikiGoogle","Outro","Outro","Direta","Sim"
"UTipos","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Samples.Main","Winapi.Windows","Outro","Outro","Direta","Sim"
"Samples.Main","Winapi.Messages","Outro","Outro","Direta","Sim"
"Samples.Main","System.SysUtils","Outro","Outro","Direta","Sim"
"Samples.Main","System.Variants","Outro","Outro","Direta","Sim"
"Samples.Main","System.Classes","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Controls","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Forms","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Stan.Intf","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Stan.Option","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Stan.Param","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Stan.Error","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.DatS","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Phys.Intf","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.DApt.Intf","Outro","Outro","Direta","Sim"
"Samples.Main","Data.DB","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Comp.DataSet","Outro","Outro","Direta","Sim"
"Samples.Main","FireDAC.Comp.Client","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.ComCtrls","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Imaging.pngimage","Outro","Outro","Direta","Sim"
"Samples.Main","Vcl.Mask","Outro","Outro","Direta","Sim"
"Samples.Main","RESTRequest4D","Outro","Outro","Direta","Sim"
"samples.main","Classes","Outro","Outro","Direta","Sim"
"samples.main","SysUtils","Outro","Outro","Direta","Sim"
"samples.main","Forms","Outro","Outro","Direta","Sim"
"samples.main","Controls","Outro","Outro","Direta","Sim"
"samples.main","Graphics","Outro","Outro","Direta","Sim"
"samples.main","Dialogs","Outro","Outro","Direta","Sim"
"samples.main","ExtCtrls","Outro","Outro","Direta","Sim"
"samples.main","StdCtrls","Outro","Outro","Direta","Sim"
"samples.main","ComCtrls","Outro","Outro","Direta","Sim"
"samples.main","RESTRequest4D","Outro","Outro","Direta","Sim"
"Mercado.Libre.View","Winapi.Windows","View","Outro","Direta","Sim"
"Mercado.Libre.View","Winapi.Messages","View","Outro","Direta","Sim"
"Mercado.Libre.View","System.SysUtils","View","Outro","Direta","Sim"
"Mercado.Libre.View","System.Variants","View","Outro","Direta","Sim"
"Mercado.Libre.View","System.Classes","View","Outro","Direta","Sim"
"Mercado.Libre.View","Vcl.Graphics","View","Outro","Direta","Sim"
"Mercado.Libre.View","Vcl.Controls","View","Outro","Direta","Sim"
"Mercado.Libre.View","Vcl.Forms","View","Outro","Direta","Sim"
"Mercado.Libre.View","Vcl.Dialogs","View","Outro","Direta","Sim"
"Mercado.Libre.View","Vcl.StdCtrls","View","Outro","Direta","Sim"
"Mercado.Libre.View","REST.Types","View","Outro","Direta","Sim"
"Mercado.Libre.View","RESTRequest4D","View","Outro","Direta","Sim"
"Mercado.Libre.View","Mercado.Libre.Consts","View","Outro","Direta","Sim"
"Main","Winapi.Windows","Outro","Outro","Direta","Sim"
"Main","Winapi.Messages","Outro","Outro","Direta","Sim"
"Main","System.SysUtils","Outro","Outro","Direta","Sim"
"Main","System.Variants","Outro","Outro","Direta","Sim"
"Main","System.Classes","Outro","Outro","Direta","Sim"
"Main","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Main","Vcl.Controls","Outro","Outro","Direta","Sim"
"Main","Vcl.Forms","Outro","Outro","Direta","Sim"
"Main","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Main","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Main","Vcl.Buttons","Outro","Outro","Direta","Sim"
"Main","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Main","Vcl.Imaging.pngimage","Outro","Outro","Direta","Sim"
"Main","Horse","Outro","Outro","Direta","Sim"
"Main","Vcl.Imaging.jpeg","Outro","Outro","Direta","Sim"
"Main","Winapi.ShellApi","Outro","Outro","Direta","Sim"
"Main","System.JSON","Outro","Outro","Direta","Sim"
"Main","System.Win.ComObj","Outro","Outro","Direta","Sim"
"Main","System.StrUtils","Outro","Outro","Direta","Sim"
"Main","REST.JSON","Outro","Outro","Direta","Sim"
"Main","Web.ReqMulti","Outro","Outro","Direta","Sim"
"main","Classes","Outro","Outro","Direta","Sim"
"main","SysUtils","Outro","Outro","Direta","Sim"
"main","Forms","Outro","Outro","Direta","Sim"
"main","Controls","Outro","Outro","Direta","Sim"
"main","Graphics","Outro","Outro","Direta","Sim"
"main","Dialogs","Outro","Outro","Direta","Sim"
"main","ExtCtrls","Outro","Outro","Direta","Sim"
"main","StdCtrls","Outro","Outro","Direta","Sim"
"main","Buttons","Outro","Outro","Direta","Sim"
"main","Horse","Outro","Outro","Direta","Sim"
"main","Windows","Outro","Outro","Direta","Sim"
"main","fpjson","Outro","Outro","Direta","Sim"
"main","HTTPDefs","Outro","Outro","Direta","Sim"
"RESTRequest4D","{$IF NOT (DEFINED(RR4D_INDY) or DEFINED(FPC) or DEFINED(RR4D_NETHTTP))} REST.Types","Outro","Outro","Direta","Sim"
"RESTRequest4D","{$ENDIF} RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D","{$IF DEFINED(FPC) and (not DEFINED(RR4D_INDY)) and (not DEFINED(RR4D_SYNAPSE))} RESTRequest4D.Request.FPHTTPClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","Data.DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","REST.Client","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","REST.Response.Adapter","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","REST.Types","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","REST.Authenticator.Basic{$IF COMPILERVERSION >= 33.0}","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","System.Net.HttpClient{$ENDIF}","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","RESTRequest4D.Request.Adapter.Contract{$IF COMPILERVERSION <= 32.0}","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","IPPeerClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","IPPeerCommon{$ENDIF}","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","System.Generics.Collections","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Client","RESTRequest4D.Response.Client","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","{$IF NOT (DEFINED(RR4D_INDY) or DEFINED(FPC) or DEFINED(RR4D_NETHTTP))} REST.Types","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","{$ENDIF} {$IF DEFINED(RR4D_ICS)} OverbyteIcsSslHttpRest","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","{$ENDIF} {$IFDEF RR4D_INDY} IdHTTP","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","{$ENDIF} {$IFDEF FPC} SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Contract","DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","RESTRequest4D.Utils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","FPHTTPClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","openssl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","opensslsockets","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","fpjsonrtti","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","Generics.Collections","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.FPHTTPClient","RESTRequest4D.Response.FPHTTPClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsLogger","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsSSLEAY","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsWndControl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsHttpProt","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsUrl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsWSocket","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","RESTRequest4D.Utils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","OverbyteIcsSslHttpRest","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","NetEncoding","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","Data.DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","RESTRequest4D.Response.ICS","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.ICS","REST.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdHTTP","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdSSLOpenSSL","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdCTypes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdSSLOpenSSLHeaders","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","RESTRequest4D.Utils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdMultipartFormData","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","{$IFDEF FPC} DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","jsonparser","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","fpjsonrtti","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","RESTRequest4D.Response.Indy","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdURI","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Indy","IdCookieManager","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.Net.Mime","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.Net.HttpClientComponent","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.Net.HttpClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","REST.Json","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","IdURI","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.NetEncoding","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","RESTRequest4D.Utils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","System.Net.URLClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","RESTRequest4D.Response.NetHTTP","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.NetHTTP","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","DB","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","RESTRequest4D.Request.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","RESTRequest4D.Utils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","httpsend","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","ssl_openssl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","Generics.Collections","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","RESTRequest4D.Request.Adapter.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","{$IFDEF FPC} fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","fpjsonrtti","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","base64","Outro","Outro","Direta","Sim"
"RESTRequest4D.Request.Synapse","RESTRequest4D.Response.Synapse","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Client","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Client","REST.Client","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Client","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Client","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Client","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Contract","{$IFDEF FPC} SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Contract","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Contract","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","FPHTTPClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","openssl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","jsonparser","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.FPHTTPClient","ZStream","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","OverbyteIcsSslHttpRest","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","OverbyteIcsLogger","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.ICS","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","IdHTTP","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","{$IFDEF FPC} SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Indy","jsonparser","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.Net.HttpClientComponent","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.Net.HttpClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.Net.URLClient","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.JSON","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.NetHTTP","System.Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","Classes","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","SysUtils","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","RESTRequest4D.Response.Contract","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","httpsend","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","ssl_openssl","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","{$IFDEF FPC} fpjson","Outro","Outro","Direta","Sim"
"RESTRequest4D.Response.Synapse","jsonparser","Outro","Outro","Direta","Sim"
"Views.Main","Winapi.Windows","View","Outro","Direta","Sim"
"Views.Main","Winapi.Messages","View","Outro","Direta","Sim"
"Views.Main","System.SysUtils","View","Outro","Direta","Sim"
"Views.Main","System.Variants","View","Outro","Direta","Sim"
"Views.Main","System.Classes","View","Outro","Direta","Sim"
"Views.Main","Vcl.Graphics","View","Outro","Direta","Sim"
"Views.Main","Vcl.Controls","View","Outro","Direta","Sim"
"Views.Main","Vcl.Forms","View","Outro","Direta","Sim"
"Views.Main","Vcl.Dialogs","View","Outro","Direta","Sim"
"uController.Pedido","uModel.Pedido","Controller","Model","Direta","Sim"
"uController.Pedido","FireDAC.Comp.Client","Controller","Outro","Direta","Sim"
"uController.Pedido","System.SysUtils","Controller","Outro","Direta","Sim"
"uController.Pedido","Vcl.Dialogs","Controller","Outro","Direta","Sim"
"uController.Produto","uModel.Produto","Controller","Model","Direta","Sim"
"uController.Produto","FireDAC.Comp.Client","Controller","Outro","Direta","Sim"
"uController.Produto","System.SysUtils","Controller","Outro","Direta","Sim"
"uSessao","System.SysUtils","Outro","Outro","Direta","Sim"
"Dao.Dm","System.SysUtils","DAO","Outro","Direta","Sim"
"Dao.Dm","System.Classes","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Intf","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Option","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Error","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.UI.Intf","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Phys.Intf","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Def","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Pool","DAO","Outro","Direta","Sim"
"Dao.Dm","FireDAC.Stan.Async","DAO","Outro","Direta","Sim"
